idx,variant,dataset_name,question_id,question,gold_answer,pred_answer,raw_output,has_answer_tag
811,standard,tempreason_split_l2_train,L2_Q371957_P108_0,"Which employer did Jean Dieudonnu00e9 work for in Sep, 1936?",University of Rennes,,University of Rennes,False
812,standard,tempreason_split_l2_train,L2_Q6814885_P39_1,"Which position did Kazys Bobelis hold in Aug, 1996?",Representative of the Parliamentary Assembly of the Council of Europe,Representative of the Parliamentary Assembly of the Council of Europe,<answer> Representative of the Parliamentary Assembly of the Council of Europe </answer>,True
813,standard,tempreason_split_l2_train,L2_Q7951048_P108_1,"Which employer did Wilhelm Ljunggren work for in Nov, 1952?",University of Bergen,,University of Bergen,False
814,standard,tempreason_split_l2_train,L2_Q334313_P39_12,"Which position did Simon Hughes hold in Jun, 2014?",Minister of State for Justice and Civil Liberties,Member of the 55th Parliament of the United Kingdom,<answer> Member of the 55th Parliament of the United Kingdom </answer>,True
815,standard,tempreason_split_l2_train,L2_Q2977075_P286_2,"Who was the head coach of the team Daco-Getica in May, 2019?",Marius Baciu,Marius Baciu,<answer> Marius Baciu </answer>,True
816,standard,tempreason_split_l2_train,L2_Q20966622_P39_5,"Which position did Gordon Lyons hold in Jun, 2022?",Member of the 6th Northern Ireland Assembly,Member of the Legislative Assembly of Northern Ireland,<answer> Member of the Legislative Assembly of Northern Ireland </answer>,True
817,standard,tempreason_split_l2_train,L2_Q29922050_P108_2,"Which employer did James Broach work for in Sep, 2018?",Penn State Milton S. Hershey Medical Center,,Princeton University,False
818,standard,tempreason_split_l2_train,L2_Q3816695_P39_1,"Which position did Josu00e9 de Yanguas, 11th Viscount of Santa Clara de Avedillo hold in Mar, 1929?",Member of the Consultative National Assembly,Member of the Consultative National Assembly,<answer> Member of the Consultative National Assembly </answer>,True
819,standard,tempreason_split_l2_train,L2_Q16293034_P39_10,"Which position did Roy Hughes, Baron Islwyn hold in Feb, 1999?",Member of the House of Lords,,Member of the 51st Parliament of the United Kingdom,False
820,standard,tempreason_split_l2_train,L2_Q5544363_P39_2,"Which position did George Sclater-Booth, 1st Baron Basing hold in Jul, 1866?",Member of the 19th Parliament of the United Kingdom,,Member of the 19th Parliament of the United Kingdom,False
821,standard,tempreason_split_l2_train,L2_Q1127215_P488_0,"Who was the chair of French Council of the Muslim Faith in Sep, 2013?",Dalil Boubakeur,Anouar Kbibech,<answer> Anouar Kbibech </answer>,True
822,standard,tempreason_split_l2_train,L2_Q5238345_P69_1,"Where was David Padgett educated in May, 2003?",University of Kansas,,University of Kansas,False
823,standard,tempreason_split_l2_train,L2_Q35_P35_9,"Who was the head of state of Denmark in Sep, 1652?",Frederick III of Denmark,Christian I of Denmark,<answer> Christian I of Denmark </answer>,True
824,standard,tempreason_split_l2_train,L2_Q35_P35_21,"Who was the head of state of Denmark in Jul, 1970?",Frederick IX of Denmark,Frederick V of Denmark,<answer> Frederick V of Denmark </answer>,True
825,standard,tempreason_split_l2_train,L2_Q15972640_P102_0,"Which political party did Daniela Sbrollini belong to in Dec, 2003?",Democrats of the Left,Democratic Party,<answer> Democratic Party </answer>,True
826,standard,tempreason_split_l2_train,L2_Q299105_P54_2,"Which team did Simone Barone play for in Mar, 2000?",A.C. ChievoVerona,,F.C. AlzanoCene 1909,False
827,standard,tempreason_split_l2_train,L2_Q2260782_P69_1,"Where was Scott Atran educated in Jan, 1973?",Johns Hopkins University,,Johns Hopkins University,False
828,standard,tempreason_split_l2_train,L2_Q14086_P108_0,"Which employer did Marissa Mayer work for in Aug, 2010?",Google,,Yahoo,False
829,standard,tempreason_split_l2_train,L2_Q45_P35_2,"Who was the head of state of Portugal in Oct, 2015?",Anu00edbal Cavaco Silva,Marcelo Rebelo de Sousa,<answer> Marcelo Rebelo de Sousa </answer>,True
830,standard,tempreason_split_l2_train,L2_Q593786_P488_1,"Who was the chair of BT Group in Mar, 2009?",Sir Michael Rake,Sir Michael Rake,<answer> Sir Michael Rake </answer>,True
831,standard,tempreason_split_l2_train,L2_Q529034_P54_5,"Which team did Ryan Taylor play for in Jun, 2017?",ATK,ATK,<answer> ATK </answer>,True
832,standard,tempreason_split_l2_train,L2_Q55956070_P108_0,"Which employer did Marie desJardins work for in Jul, 1995?",SRI International,"University of Maryland, Baltimore County","<answer> University of Maryland, Baltimore County </answer>",True
833,standard,tempreason_split_l2_train,L2_Q3009883_P54_3,"Which team did Cu00e9dric Fabien play for in Jan, 2006?",Entente SSG,Entente SSG,<answer> Entente SSG </answer>,True
834,standard,tempreason_split_l2_train,L2_Q285973_P39_3,"Which position did u00c9mile Haug hold in Jan, 1911?",professor,vice president,<answer> vice president </answer>,True
835,standard,tempreason_split_l2_train,L2_Q20737944_P108_2,"Which employer did Joan Leitzel work for in Aug, 1993?",University of Nebraskau2013Lincoln,,National Science Foundation,False
836,standard,tempreason_split_l2_train,L2_Q3779490_P54_0,"Which team did Guido Ugolotti play for in Aug, 1982?",A.S. Roma,A.C. Pisa 1909,<answer> A.C. Pisa 1909 </answer>,True
837,standard,tempreason_split_l2_train,L2_Q271935_P39_3,"Which position did Tom Clarke hold in Oct, 1995?",Member of the 51st Parliament of the United Kingdom,Shadow Secretary of State for International Development,<answer> Shadow Secretary of State for International Development </answer>,True
838,standard,tempreason_split_l2_train,L2_Q5257865_P54_2,"Which team did Deniz Ku0131lu0131u00e7lu0131 play for in Feb, 2016?",u0130stanbul Bu00fcyu00fcku015fehir Belediyespor (basketball team),Anadolu Efes S.K.,<answer> Anadolu Efes S.K. </answer>,True
839,standard,tempreason_split_l2_train,L2_Q3066866_P54_0,"Which team did Farid Belmellat play for in Sep, 1991?",JS Kabylie,,JS Kabylie,False
840,standard,tempreason_split_l2_train,L2_Q911754_P108_2,"Which employer did Brian Agler work for in Feb, 1999?",Minnesota Lynx,Minnesota Lynx,<answer> Minnesota Lynx </answer>,True
841,standard,tempreason_split_l2_train,L2_Q3351519_P54_0,"Which team did Olly Barkley play for in Dec, 2003?",England national rugby union team,Gloucester Rugby,<answer> Gloucester Rugby </answer>,True
842,standard,tempreason_split_l2_train,L2_Q7823769_P54_1,"Which team did Tonu010di Boban play for in Jul, 2000?",FC Erzgebirge Aue,,FC Erzgebirge Aue,False
843,standard,tempreason_split_l2_train,L2_Q36600_P6_4,"Who was the head of The Hague in Dec, 1953?",Frans Schokking,Jan van Zanen,<answer> Jan van Zanen </answer>,True
844,standard,tempreason_split_l2_train,L2_Q16910555_P286_4,"Who was the head coach of the team FC Krumkachy Minsk in Jan, 2021?",Oleg Dulub,Oleg Dulub,<answer> Oleg Dulub </answer>,True
845,standard,tempreason_split_l2_train,L2_Q334063_P39_12,"Which position did Spencer Cavendish, 8th Duke of Devonshire hold in Jan, 1903?",Leader of the House of Lords,Leader of the House of Lords,<answer> Leader of the House of Lords </answer>,True
846,standard,tempreason_split_l2_train,L2_Q81888_P286_4,"Who was the head coach of the team AFC Ajax in Aug, 2015?",Frank de Boer,Erik ten Hag,<answer> Erik ten Hag </answer>,True
847,standard,tempreason_split_l2_train,L2_Q2605720_P6_1,"Who was the head of Bahna in Sep, 2016?",Emil Prisecaru,Emil Prisecaru,<answer> Emil Prisecaru </answer>,True
848,standard,tempreason_split_l2_train,L2_Q4076482_P54_10,"Which team did Vitaliy Balashov play for in Apr, 2019?",FC Olimpik Donetsk,FC Shakhter Karagandy,<answer> FC Shakhter Karagandy </answer>,True
849,standard,tempreason_split_l2_train,L2_Q4755355_P108_1,"Which employer did Andreas Acrivos work for in Jan, 1965?",Stanford University,,Stanford University,False
850,standard,tempreason_split_l2_train,L2_Q854461_P6_0,"Who was the head of Security Information Service in Aug, 1995?",Stanislav Devu00e1tu00fd,Michal Koudelka,<answer> Michal Koudelka </answer>,True
851,standard,tempreason_split_l2_train,L2_Q204487_P102_1,"Which political party did Zine El Abidine Ben Ali belong to in May, 2007?",Constitutional Democratic Rally,Constitutional Democratic Rally,<answer> Constitutional Democratic Rally </answer>,True
852,standard,tempreason_split_l2_train,L2_Q782391_P488_1,"Who was the chair of German Bar Association in Sep, 1962?",Walter Oppenhoff,Walter Oppenhoff,<answer> Walter Oppenhoff </answer>,True
853,standard,tempreason_split_l2_train,L2_Q5930848_P39_1,"Which position did Hugh Fraser hold in May, 1951?",Member of the 39th Parliament of the United Kingdom,,Member of the 39th Parliament of the United Kingdom,False
854,standard,tempreason_split_l2_train,L2_Q927125_P108_4,"Which employer did Nicolas Rashevsky work for in Nov, 1954?",University of Chicago,University of Chicago,<answer> University of Chicago </answer>,True
855,standard,tempreason_split_l2_train,L2_Q5711551_P39_5,"Which position did Tomas Eneroth hold in Jun, 2020?",parliamentary group leader,Chair of the Committee on Social Insurance,<answer> Chair of the Committee on Social Insurance </answer>,True
856,standard,tempreason_split_l2_train,L2_Q12017258_P102_1,"Which political party did Frantiu0161ek Laudu00e1t belong to in Feb, 2016?",TOP 09,TOP 09,<answer> TOP 09 </answer>,True
857,standard,tempreason_split_l2_train,L2_Q434786_P39_2,"Which position did Arnaldo Forlani hold in Apr, 1979?",Italian Minister of Foreign Affairs,Italian Minister of Foreign Affairs,<answer> Italian Minister of Foreign Affairs </answer>,True
858,standard,tempreason_split_l2_train,L2_Q363018_P39_0,"Which position did Meuccio Ruini hold in Jan, 1921?",member of the Chamber of Deputies of the Kingdom of Italy,member of the Chamber of Deputies of the Kingdom of Italy,<answer> member of the Chamber of Deputies of the Kingdom of Italy </answer>,True
859,standard,tempreason_split_l2_train,L2_Q11966875_P69_2,"Where was Eirik Kristoffersen educated in Feb, 2014?",United States Army War College,United States Army War College,<answer> United States Army War College </answer>,True
860,standard,tempreason_split_l2_train,L2_Q6281385_P39_0,"Which position did Joseph Batey hold in Jan, 1923?",Member of the 32nd Parliament of the United Kingdom,,Member of the 32nd Parliament of the United Kingdom,False
861,standard,tempreason_split_l2_train,L2_Q2574904_P286_1,"Who was the head coach of the team FC Osipovichi in Mar, 2017?",Mikalay Branfilaw,Mikalay Branfilaw,<answer> Mikalay Branfilaw </answer>,True
862,standard,tempreason_split_l2_train,L2_Q7614514_P54_3,"Which team did Steven Brisbane play for in Aug, 2015?",Clyde F.C.,Clyde F.C.,<answer> Clyde F.C. </answer>,True
863,standard,tempreason_split_l2_train,L2_Q13553866_P54_3,"Which team did Diogo Fonseca play for in Sep, 2006?",Vitu00f3ria F.C,Vitu00f3ria F.C,<answer> Vitu00f3ria F.C </answer>,True
864,standard,tempreason_split_l2_train,L2_Q7029577_P54_4,"Which team did Nicolas Cinalli play for in Dec, 2003?",A.S.D. Ragusa Calcio,A.S.D. Ragusa Calcio,<answer> A.S.D. Ragusa Calcio </answer>,True
865,standard,tempreason_split_l2_train,L2_Q647526_P488_2,"Who was the chair of Algerian Football Federation in Oct, 1993?",Mouldi Aissaoui,Mouldi Aissaoui,<answer> Mouldi Aissaoui </answer>,True
866,standard,tempreason_split_l2_train,L2_Q2172341_P39_2,"Which position did Rudolf Anschober hold in Jul, 2008?",Landesrat,member of the Upper Austrian state parliament,<answer> member of the Upper Austrian state parliament </answer>,True
867,standard,tempreason_split_l2_train,L2_Q345221_P54_5,"Which team did Trevor Francis play for in Aug, 1985?",U.C. Sampdoria,Nottingham Forest F.C.,<answer> Nottingham Forest F.C. </answer>,True
868,standard,tempreason_split_l2_train,L2_Q5440472_P488_2,"Who was the chair of Federal Transit Administration in Nov, 1994?",Gordon Linton,Gordon Linton,<answer> Gordon Linton </answer>,True
869,standard,tempreason_split_l2_train,L2_Q654019_P6_6,"Who was the head of Pu0159u00edbor in Sep, 2014?",Milan Strakou0161,Milan Strakouš,<answer> Milan Strakouš </answer>,True
870,standard,tempreason_split_l2_train,L2_Q3640443_P54_6,"Which team did Bismark Ekye play for in Dec, 2005?",A.S.D. Fortis Juventus 1909,A.S.D. Fortis Juventus 1909,<answer> A.S.D. Fortis Juventus 1909 </answer>,True
871,standard,tempreason_split_l2_train,L2_Q876452_P488_3,"Who was the chair of Bundesdenkmalamt in Aug, 1959?",Otto Demus,Walter Frodl,<answer> Walter Frodl </answer>,True
872,standard,tempreason_split_l2_train,L2_Q327790_P39_1,"Which position did Jo Swinson hold in Oct, 2010?",Member of the 55th Parliament of the United Kingdom,Member of the 55th Parliament of the United Kingdom,<answer> Member of the 55th Parliament of the United Kingdom </answer>,True
873,standard,tempreason_split_l2_train,L2_Q4760066_P54_1,"Which team did Andru00e9 Simu00f5es play for in Mar, 2011?",C.D. Santa Clara,C.D. Santa Clara,<answer> C.D. Santa Clara </answer>,True
874,standard,tempreason_split_l2_train,L2_Q1753819_P488_16,"Who was the chair of Verein fu00fcr Socialpolitik in Sep, 2015?",Monika Schnitzer,Monika Schnitzer,<answer> Monika Schnitzer </answer>,True
875,standard,tempreason_split_l2_train,L2_Q1592495_P54_0,"Which team did Heath Evans play for in Aug, 1999?",Auburn Tigers football,,Auburn Tigers football,False
876,standard,tempreason_split_l2_train,L2_Q13530053_P39_0,"Which position did Harold Sutcliffe hold in Jun, 1935?",Member of the 36th Parliament of the United Kingdom,Member of the 37th Parliament of the United Kingdom,<answer> Member of the 37th Parliament of the United Kingdom </answer>,True
877,standard,tempreason_split_l2_train,L2_Q17321359_P39_2,"Which position did Edward Stanley, 2nd Baron Stanley of Alderley hold in Jul, 1836?",Member of the 12th Parliament of the United Kingdom,,Member of the 12th Parliament of the United Kingdom,False
878,standard,tempreason_split_l2_train,L2_Q5342743_P39_2,"Which position did Edward Christopher Egerton hold in Jul, 1863?",Member of the 18th Parliament of the United Kingdom,,Member of the 18th Parliament of the United Kingdom,False
879,standard,tempreason_split_l2_train,L2_Q1629859_P127_1,"Who was the owner of Drax power station in Dec, 1994?",National Power,,National Power,False
880,standard,tempreason_split_l2_train,L2_Q1698330_P69_2,"Where was Patrick du Val educated in Jan, 1934?",Princeton University,Princeton University,<answer> Princeton University </answer>,True
881,standard,tempreason_split_l2_train,L2_Q30323575_P39_2,"Which position did Dominic Nitiwul hold in Sep, 2017?",Member of the 7th Parliament of the 4th Republic of Ghana,Member of the 7th Parliament of the 4th Republic of Ghana,<answer> Member of the 7th Parliament of the 4th Republic of Ghana </answer>,True
882,standard,tempreason_split_l2_train,L2_Q9616_P286_3,"Who was the head coach of the team Chelsea F.C. in Aug, 2017?",Antonio Conte,Antonio Conte,<answer> Antonio Conte </answer>,True
883,standard,tempreason_split_l2_train,L2_Q102178_P488_1,"Who was the chair of FIDE in Mar, 1965?",Folke Rogard,,<answer> None </answer>,False
884,standard,tempreason_split_l2_train,L2_Q5718544_P39_0,"Which position did Henry Brassey hold in Mar, 1873?",Member of the 20th Parliament of the United Kingdom,,Member of the 21st Parliament of the United Kingdom,False
885,standard,tempreason_split_l2_train,L2_Q2526083_P102_0,"Which political party did Monica Macovei belong to in Sep, 2010?",Democratic Liberal Party,Right Alternative,<answer> Right Alternative </answer>,True
886,standard,tempreason_split_l2_train,L2_Q6147874_P54_3,"Which team did Todd Kane play for in Jun, 2013?",Blackburn Rovers F.C.,Blackburn Rovers F.C.,<answer> Blackburn Rovers F.C. </answer>,True
887,standard,tempreason_split_l2_train,L2_Q545055_P54_3,"Which team did Natnael Berhane play for in Dec, 2020?",Cofidis,Direct u00c9nergie,<answer> Direct u00c9nergie </answer>,True
888,standard,tempreason_split_l2_train,L2_Q329471_P286_6,"Who was the head coach of the team FC Banu00edk Ostrava in Dec, 2022?",Pavel Hapal,Pavel Hapal,<answer> Pavel Hapal </answer>,True
889,standard,tempreason_split_l2_train,L2_Q2112_P6_2,"Who was the head of Bielefeld in Mar, 1994?",Angelika Dopheide,Angelika Dopheide,<answer> Angelika Dopheide </answer>,True
890,standard,tempreason_split_l2_train,L2_Q3943048_P108_1,"Which employer did Ryan Anthony work for in Jan, 2001?",Canadian Brass,,Canadian Brass,False
